Name	GPValue	Weight	Type
Arcane scroll of invisibility, mass	2275	0	scroll
Arcane scroll of limited wish	3775	0	scroll
Arcane scroll of mage’s magnificent mansion	2275	0	scroll
Arcane scroll of mage’s sword	2275	0	scroll
Arcane scroll of phase door	2275	0	scroll
Arcane scroll of plane shift	2275	0	scroll
Arcane scroll of power word blind	2275	0	scroll
Arcane scroll of prismatic spray	2275	0	scroll
Arcane scroll of project image	2280	0	scroll
Arcane scroll of reverse gravity	2275	0	scroll
Arcane scroll of scrying, greater	2275	0	scroll
Arcane scroll of sequester	2275	0	scroll
Arcane scroll of shadow conjuration, greater	2275	0	scroll
Arcane scroll of simulacrum	7275	0	scroll
Arcane scroll of spell turning	2275	0	scroll
Arcane scroll of statue	2275	0	scroll
Arcane scroll of summon monster VII	2275	0	scroll
Arcane scroll of symbol of stunning	7275	0	scroll
Arcane scroll of symbol of weakness	7275	0	scroll
Arcane scroll of teleport object	2275	0	scroll
Arcane scroll of teleport, greater	2275	0	scroll
Arcane scroll of vision	2775	0	scroll
Arcane scroll of waves of exhaustion	2275	0	scroll
Arcane scroll of antipathy	3000	0	scroll
Arcane scroll of clenched fist	3000	0	scroll
Arcane scroll of binding	8500	0	scroll
Arcane scroll of charm monster, mass	3000	0	scroll
Arcane scroll of clone	4000	0	scroll
Arcane scroll of create greater undead	3000	0	scroll
Arcane scroll of demand	3600	0	scroll
Arcane scroll of dimensional lock	3000	0	scroll
Arcane scroll of discern location	3000	0	scroll
Arcane scroll of horrid wilting	3000	0	scroll
Arcane scroll of incendiary cloud	3000	0	scroll
Arcane scroll of iron body	3000	0	scroll
Arcane scroll of maze	3000	0	scroll
Arcane scroll of mind blank	3000	0	scroll
Arcane scroll of moment of prescience	3000	0	scroll
Arcane scroll of telekinetic sphere	3000	0	scroll
Arcane scroll of irresistible dance	3000	0	scroll
Arcane scroll of planar binding, greater	3000	0	scroll
Arcane scroll of polar ray	3000	0	scroll
Arcane scroll of polymorph any object	3000	0	scroll
Arcane scroll of power word stun	3000	0	scroll
Arcane scroll of prismatic wall	3000	0	scroll
Arcane scroll of protection from spells	3500	0	scroll
Arcane scroll of prying eyes, greater	3000	0	scroll
Arcane scroll of scintillating pattern	3000	0	scroll
Arcane scroll of screen	3000	0	scroll
Arcane scroll of shadow evocation, greater	3000	0	scroll
Arcane scroll of shout, greater	3000	0	scroll
Arcane scroll of summon monster VIII	3000	0	scroll
Arcane scroll of sunburst	3000	0	scroll
Arcane scroll of symbol of death	8000	0	scroll
Arcane scroll of symbol of insanity	8000	0	scroll
Arcane scroll of sympathy	4500	0	scroll
Arcane scroll of temporal stasis	3500	0	scroll
Arcane scroll of trap the soul	13000	0	scroll
Arcane scroll of astral projection	4870	0	scroll
Arcane scroll of crushing hand	3825	0	scroll
Arcane scroll of dominate monster	3825	0	scroll
Arcane scroll of energy drain	3825	0	scroll
Arcane scroll of etherealness	3825	0	scroll
Arcane scroll of foresight	3825	0	scroll
Arcane scroll of freedom	3825	0	scroll
Arcane scroll of gate	8825	0	scroll
Arcane scroll of hold monster, mass	3825	0	scroll
Arcane scroll of imprisonment	3825	0	scroll
Arcane scroll of meteor swarm	3825	0	scroll
Arcane scroll of mage’s disjunction	3825	0	scroll
Arcane scroll of power word kill	3825	0	scroll
Arcane scroll of prismatic sphere	3825	0	scroll
Arcane scroll of refuge	3825	0	scroll
Arcane scroll of shades	3825	0	scroll
Arcane scroll of shapechange	3825	0	scroll
Arcane scroll of soul bind	3825	0	scroll
Arcane scroll of summon monster IX	3825	0	scroll
Arcane scroll of teleportation circle	4825	0	scroll
Arcane scroll of time stop	3825	0	scroll
Arcane scroll of wail of the banshee	3825	0	scroll
Arcane scroll of weird	3825	0	scroll
Arcane scroll of wish	28825	0	scroll
Divine scroll of create water	12.5	0	scroll
Divine scroll of cure minor wounds	12.5	0	scroll
Divine scroll of detect magic	12.5	0	scroll
Divine scroll of detect poison	12.5	0	scroll
Divine scroll of flare	12.5	0	scroll
Divine scroll of guidance	12.5	0	scroll
Divine scroll of inflict minor wounds	12.5	0	scroll
Divine scroll of know direction	12.5	0	scroll
Divine scroll of light	12.5	0	scroll
Divine scroll of mending	12.5	0	scroll
Divine scroll of purify food and drink	12.5	0	scroll
Divine scroll of read magic	12.5	0	scroll
Divine scroll of resistance	12.5	0	scroll
Divine scroll of virtue	12.5	0	scroll
Divine scroll of alarm	100	0	scroll
Divine scroll of bane	25	0	scroll
Divine scroll of bless	25	0	scroll
Divine scroll of bless wate	50	0	scroll
Divine scroll of bless weapon	100	0	scroll
Divine scroll of calm animals	25	0	scroll
Divine scroll of cause fear	25	0	scroll
Divine scroll of charm animal	25	0	scroll
Divine scroll of command	25	0	scroll
Divine scroll of comprehend languages	25	0	scroll
Divine scroll of cure light wounds	25	0	scroll
Divine scroll of curse water	50	0	scroll
Divine scroll of deathwatch	25	0	scroll
Divine scroll of detect animals or plants	25	0	scroll
Divine scroll of detect chaos	25	0	scroll
Divine scroll of detect evil	25	0	scroll
Divine scroll of detect good	25	0	scroll
Divine scroll of detect law	25	0	scroll
Divine scroll of detect snares and pits	25	0	scroll
Divine scroll of detect undead	25	0	scroll
Divine scroll of divine favor	25	0	scroll
Divine scroll of doom	25	0	scroll
Divine scroll of endure elements	25	0	scroll
Divine scroll of entangle	25	0	scroll
Divine scroll of entropic shield	25	0	scroll
Divine scroll of faerie fire	25	0	scroll
Divine scroll of goodberry	25	0	scroll
Divine scroll of hide from animals	25	0	scroll
Divine scroll of hide from undead	25	0	scroll
Divine scroll of inflict light wounds	25	0	scroll
Divine scroll of jump	25	0	scroll
Divine scroll of longstrider	25	0	scroll
Divine scroll of magic fang	25	0	scroll
Divine scroll of magic stone	25	0	scroll
Divine scroll of magic weapon	25	0	scroll
Divine scroll of obscuring mist	25	0	scroll
Divine scroll of pass without trace	25	0	scroll
Divine scroll of produce flame	25	0	scroll
Divine scroll of protection from chaos	25	0	scroll
Divine scroll of protection from evil	25	0	scroll
Divine scroll of protection from good	25	0	scroll
Divine scroll of protection from law	25	0	scroll
Divine scroll of remove fear	25	0	scroll
Divine scroll of sanctuary	25	0	scroll
Divine scroll of shield of faith	25	0	scroll
Divine scroll of shillelagh	25	0	scroll
Divine scroll of speak with animals	25	0	scroll
Divine scroll of summon monster I	25	0	scroll
Divine scroll of summon nature’s ally I	25	0	scroll
Divine scroll of animal messenger	150	0	scroll
Divine scroll of animal trance	150	0	scroll
Divine scroll of augury	175	0	scroll
Divine scroll of barkskin	150	0	scroll
Divine scroll of bear’s endurance	150	0	scroll
Divine scroll of bull’s strength	150	0	scroll
Divine scroll of calm emotions	150	0	scroll
Divine scroll of cat’s grace	150	0	scroll
Divine scroll of chill metal	150	0	scroll
Divine scroll of consecrate	200	0	scroll
Divine scroll of cure moderate wounds	150	0	scroll
Divine scroll of darkness	150	0	scroll
Divine scroll of death knell	150	0	scroll
Divine scroll of delay poison	150	0	scroll
Divine scroll of desecrate	200	0	scroll
Divine scroll of eagle’s splendor	150	0	scroll
Divine scroll of enthrall	150	0	scroll
Divine scroll of find traps	150	0	scroll
Divine scroll of fire trap	175	0	scroll
Divine scroll of flame blade	150	0	scroll
Divine scroll of flaming sphere	150	0	scroll
Divine scroll of fog cloud	150	0	scroll
Divine scroll of gentle repose	150	0	scroll
Divine scroll of gust of wind	150	0	scroll
Divine scroll of heat metal	150	0	scroll
Divine scroll of hold animal	150	0	scroll
Divine scroll of hold person	150	0	scroll
Divine scroll of inflict moderate wounds	150	0	scroll
Divine scroll of make whole	150	0	scroll
Divine scroll of owl’s wisdom	150	0	scroll
Divine scroll of reduce animal	150	0	scroll
Divine scroll of remove paralysis	150	0	scroll
Divine scroll of resist energy	150	0	scroll
Divine scroll of restoration, lesser	150	0	scroll
Divine scroll of shatter	150	0	scroll
Divine scroll of shield other	150	0	scroll
Divine scroll of silence	150	0	scroll
Divine scroll of snare	150	0	scroll
Divine scroll of soften earth and stone	150	0	scroll
Divine scroll of sound burst	150	0	scroll
Divine scroll of speak with plants	150	0	scroll
Divine scroll of spider climb	150	0	scroll
Divine scroll of spiritual weapon	150	0	scroll
Divine scroll of status	150	0	scroll
Divine scroll of summon monster II	150	0	scroll
Divine scroll of summon nature’s ally II	150	0	scroll
Divine scroll of summon swarm	150	0	scroll
Divine scroll of tree shape	150	0	scroll
Divine scroll of undetectable alignment	150	0	scroll
Divine scroll of warp wood	150	0	scroll
Divine scroll of wood shape	150	0	scroll
Divine scroll of zone of truth	150	0	scroll
Divine scroll of animate dead	625	0	scroll
Divine scroll of bestow curse	375	0	scroll
Divine scroll of blindness/deafness	375	0	scroll
Divine scroll of call lightning	375	0	scroll
Divine scroll of contagion	375	0	scroll
Divine scroll of continual flame	425	0	scroll
Divine scroll of create food and water	375	0	scroll
Divine scroll of cure serious wounds	375	0	scroll
Divine scroll of darkvision	375	0	scroll
Divine scroll of daylight	375	0	scroll
Divine scroll of deeper darkness	375	0	scroll
Divine scroll of diminish plants	375	0	scroll
Divine scroll of dispel magic	375	0	scroll
Divine scroll of dominate animal	375	0	scroll
Divine scroll of glyph of warding	575	0	scroll
Divine scroll of heal mount	375	0	scroll
Divine scroll of helping hand	375	0	scroll
Divine scroll of inflict serious wounds	375	0	scroll
Divine scroll of invisibility purge	375	0	scroll
Divine scroll of locate object	375	0	scroll
Divine scroll of magic circle against chaos	375	0	scroll
Divine scroll of magic circle against evil	375	0	scroll
Divine scroll of magic circle against good	375	0	scroll
Divine scroll of magic circle against law	375	0	scroll
Divine scroll of magic fang, greater	375	0	scroll
Divine scroll of magic vestment	375	0	scroll
Divine scroll of meld into stone	375	0	scroll
Divine scroll of neutralize poison	375	0	scroll
Divine scroll of obscure object	375	0	scroll
Divine scroll of plant growth	375	0	scroll
Divine scroll of prayer	375	0	scroll
Divine scroll of protection from energy	375	0	scroll
Divine scroll of quench	375	0	scroll
Divine scroll of remove blindness/deafness	375	0	scroll
Divine scroll of remove curse	375	0	scroll
Divine scroll of remove disease	375	0	scroll
Divine scroll of searing light	375	0	scroll
Divine scroll of sleet storm	375	0	scroll
Divine scroll of snare	375	0	scroll
Divine scroll of speak with dead	375	0	scroll
Divine scroll of speak with plants	375	0	scroll
Divine scroll of spike growth	375	0	scroll
Divine scroll of stone shape	375	0	scroll
Divine scroll of summon monster III	375	0	scroll
Divine scroll of summon nature’s ally III	375	0	scroll
Divine scroll of water breathing	375	0	scroll
Divine scroll of water walk	375	0	scroll
Divine scroll of wind wall	375	0	scroll
Divine scroll of air walk	700	0	scroll
Divine scroll of antiplant shell	700	0	scroll
Divine scroll of blight	700	0	scroll
Divine scroll of break enchantment	700	0	scroll
Divine scroll of command plants	700	0	scroll
Divine scroll of control water	700	0	scroll
Divine scroll of cure critical wounds	700	0	scroll
Divine scroll of death ward	700	0	scroll
Divine scroll of dimensional anchor	700	0	scroll
Divine scroll of discern lies	700	0	scroll
Divine scroll of dismissal	700	0	scroll
Divine scroll of divination	725	0	scroll
Divine scroll of divine power	700	0	scroll
Divine scroll of freedom of movement	700	0	scroll
Divine scroll of giant vermin	700	0	scroll
Divine scroll of holy sword	700	0	scroll
Divine scroll of imbue with spell ability	700	0	scroll
Divine scroll of inflict critical wounds	700	0	scroll
Divine scroll of magic weapon, greater	700	0	scroll
Divine scroll of nondetection	750	0	scroll
Divine scroll of planar ally, lesser	1200	0	scroll
Divine scroll of poison	700	0	scroll
Divine scroll of reincarnate	1700	0	scroll
Divine scroll of repel vermin	700	0	scroll
Divine scroll of restoration	800	0	scroll
Divine scroll of rusting grasp	700	0	scroll
Divine scroll of sending	700	0	scroll
Divine scroll of spell immunity	700	0	scroll
Divine scroll of spike stones	700	0	scroll
Divine scroll of summon monster IV	700	0	scroll
Divine scroll of summon nature’s ally IV	700	0	scroll
Divine scroll of tongues	700	0	scroll
Divine scroll of tree stride	700	0	scroll
Divine scroll of animal growth	1125	0	scroll
Divine scroll of atonement	3625	0	scroll
Divine scroll of awaken	2375	0	scroll
Divine scroll of baleful polymorph	1125	0	scroll
Divine scroll of break enchantment	1125	0	scroll
Divine scroll of call lightning storm	1125	0	scroll
Divine scroll of command, greater	1125	0	scroll
Divine scroll of commune	1625	0	scroll
Divine scroll of commune with nature	1125	0	scroll
Divine scroll of control winds	1125	0	scroll
Divine scroll of cure light wounds, mass	1125	0	scroll
Divine scroll of dispel chaos	1125	0	scroll
Divine scroll of dispel evil	1125	0	scroll
Divine scroll of dispel good	1125	0	scroll
Divine scroll of dispel law	1125	0	scroll
Divine scroll of disrupting weapon	1125	0	scroll
Divine scroll of flame strike	1125	0	scroll
Divine scroll of hallow	6125	0	scroll
Divine scroll of ice storm	1125	0	scroll
Divine scroll of inflict light wounds, mass	1125	0	scroll
Divine scroll of insect plague	1125	0	scroll
Divine scroll of mark of justice	1125	0	scroll
Divine scroll of plane shift	1125	0	scroll
Divine scroll of raise dead	6125	0	scroll
Divine scroll of righteous might	1125	0	scroll
Divine scroll of scrying	1125	0	scroll
Divine scroll of slay living	1125	0	scroll
Divine scroll of spell resistance	1125	0	scroll
Divine scroll of stoneskin	1375	0	scroll
Divine scroll of summon monster V	1125	0	scroll
Divine scroll of summon nature’s ally V	1125	0	scroll
Divine scroll of symbol of pain	2125	0	scroll
Divine scroll of symbol of sleep	2125	0	scroll
Divine scroll of transmute mud to rock	1125	0	scroll
Divine scroll of transmute rock to mud	1125	0	scroll
Divine scroll of true seeing	1375	0	scroll
Divine scroll of unhallow	6125	0	scroll
Divine scroll of wall of fire	1125	0	scroll
Divine scroll of wall of stone	1125	0	scroll
Divine scroll of wall of thorns	1125	0	scroll
Divine scroll of animate objects	1650	0	scroll
Divine scroll of antilife shell	1650	0	scroll
Divine scroll of banishment	1650	0	scroll
Divine scroll of bear’s endurance, mass	1650	0	scroll
Divine scroll of blade barrier	1650	0	scroll
Divine scroll of bull’s strength, mass	1650	0	scroll
Divine scroll of cat’s grace, mass	1650	0	scroll
Divine scroll of create undead	1650	0	scroll
Divine scroll of cure moderate wounds, mass	1650	0	scroll
Divine scroll of dispel magic, greater	1650	0	scroll
Divine scroll of eagle’s splendor, mass	1650	0	scroll
Divine scroll of find the path	1650	0	scroll
Divine scroll of fire seeds	1650	0	scroll
Divine scroll of forbiddance	4650	0	scroll
Divine scroll of geas/quest	1650	0	scroll
Divine scroll of glyph of warding, greater	1650	0	scroll
Divine scroll of harm	1650	0	scroll
Divine scroll of heal	1650	0	scroll
Divine scroll of heroes’ feast	1650	0	scroll
Divine scroll of inflict moderate wounds, mass	1650	0	scroll
Divine scroll of ironwood	1650	0	scroll
Divine scroll of liveoak	1650	0	scroll
Divine scroll of move earth	1650	0	scroll
Divine scroll of owl’s wisdom, mass	1650	0	scroll
Divine scroll of planar ally	2400	0	scroll
Divine scroll of repel wood	1650	0	scroll
Divine scroll of spellstaff	1650	0	scroll
Divine scroll of stone tell	1650	0	scroll
Divine scroll of summon monster VI	1650	0	scroll
Divine scroll of summon nature’s ally VI	1650	0	scroll
Divine scroll of symbol of fear	2650	0	scroll
Divine scroll of symbol of persuasion	6650	0	scroll
Divine scroll of transport via plants	1650	0	scroll
Divine scroll of undeath to death	2150	0	scroll
Divine scroll of wind walk	1650	0	scroll
Divine scroll of word of recall	1650	0	scroll
Divine scroll of animate plants	2275	0	scroll
Divine scroll of blasphemy	2275	0	scroll
Divine scroll of changestaff	2275	0	scroll
Divine scroll of control weather	2275	0	scroll
Divine scroll of creeping doom	2275	0	scroll
Divine scroll of cure serious wounds, mass	2275	0	scroll
Divine scroll of destruction	2275	0	scroll
Divine scroll of dictum	2275	0	scroll
Divine scroll of ethereal jaunt	2275	0	scroll
Divine scroll of holy word	2275	0	scroll
Divine scroll of inflict serious wounds, mass	2275	0	scroll
Divine scroll of refuge	3775	0	scroll
Divine scroll of regenerate	2275	0	scroll
Divine scroll of repulsion	2275	0	scroll
Divine scroll of restoration, greater	4775	0	scroll
Divine scroll of resurrection	12275	0	scroll
Divine scroll of scrying, greater	2275	0	scroll
Divine scroll of summon monster VII	2275	0	scroll
Divine scroll of summon nature’s ally VII	2275	0	scroll
Divine scroll of sunbeam	2275	0	scroll
Divine scroll of symbol of stunning	7275	0	scroll
Divine scroll of symbol of weakness	7275	0	scroll
Divine scroll of transmute metal to wood	2275	0	scroll
Divine scroll of word of chaos	2275	0	scroll
Divine scroll of animal shapes	3000	0	scroll
Divine scroll of antimagic field	3000	0	scroll
Divine scroll of cloak of chaos	3000	0	scroll
Divine scroll of control plants	3000	0	scroll
Divine scroll of create greater undead	3600	0	scroll
Divine scroll of cure critical wounds, mass	3000	0	scroll
Divine scroll of dimensional lock	3000	0	scroll
Divine scroll of discern location	3000	0	scroll
Divine scroll of earthquake	3000	0	scroll
Divine scroll of finger of death	3000	0	scroll
Divine scroll of fire storm	3000	0	scroll
Divine scroll of holy aura	3000	0	scroll
Divine scroll of inflict critical wounds, mass	3000	0	scroll
Divine scroll of planar ally, greater	5500	0	scroll
Divine scroll of repel metal or stone	3000	0	scroll
Divine scroll of reverse gravity	3000	0	scroll
Divine scroll of shield of law	3000	0	scroll
Divine scroll of spell immunity, greater	3000	0	scroll
Divine scroll of summon monster VIII	3000	0	scroll
Divine scroll of summon nature’s ally VIII	3000	0	scroll
Divine scroll of sunburst	3000	0	scroll
Divine scroll of symbol of death	8000	0	scroll
Divine scroll of symbol of insanity	8000	0	scroll
Divine scroll of unholy aura	3000	0	scroll
Divine scroll of whirlwind	3000	0	scroll
Divine scroll of antipathy	3825	0	scroll
Divine scroll of astral projection	4870	0	scroll
Divine scroll of elemental swarm	3825	0	scroll
Divine scroll of energy drain	3825	0	scroll
Divine scroll of etherealness	3825	0	scroll
Divine scroll of foresight	3825	0	scroll
Divine scroll of gate	8825	0	scroll
Divine scroll of heal, mass	3825	0	scroll
Divine scroll of implosion	3825	0	scroll
Divine scroll of miracle	28825	0	scroll
Divine scroll of regenerate	3825	0	scroll
Divine scroll of shambler	3825	0	scroll
Divine scroll of shapechange	3825	0	scroll
Divine scroll of soul bind	3825	0	scroll
Divine scroll of storm of vengeance	3825	0	scroll
Divine scroll of summon monster IX	3825	0	scroll
Divine scroll of summon nature’s ally IX	3825	0	scroll
Divine scroll of sympathy	5325	0	scroll
Divine scroll of true resurrection	28825	0	scroll
Animate Staff	49800	5	staff
Chaotic Staff	29600	5	staff
Dragon Staff (Black)	81000	7	staff
Dragon Staff (Blue)	81000	7	staff
Dragon Staff (Green)	81000	7	staff
Dragon Staff (Red)	81000	7	staff
Dragon Staff (White)	81000	7	staff
Heretic’s Bane	32000	5	staff
Holy Staff	29600	5	staff
Lawful Staff	29600	5	staff
Musical Staff	32000	5	staff
Staff of Abjuration	65000	5	staff
Staff of Accompaniment	14800	5	staff
Staff of Acid	28600	5	staff
Staff of Aspects	37600	5	staff
Staff of Authority	23000	5	staff
Staff of Belittling	20000	5	staff
Staff of Blessed Relief	7200	5	staff
Staff of Bolstering	20800	5	staff
Staff of Cackling Wrath	23600	5	staff
Staff of Charming	16500	5	staff
Staff of Conjuration	65000	5	staff
Staff of Courage	19200	5	staff
Staff of Curses	43500	5	staff
Staff of Dark Flame	47000	4	staff
Staff of Defense	58250	5	staff
Staff of Divination	73500	5	staff
Staff of Domination	464400	5	staff
Staff of Earth and stone	80500	5	staff
Staff of Eidolons	14400	5	staff
Staff of Electricity	31900	5	staff
Staff of Enchantment	65000	5	staff
Staff of Evocation	65000	5	staff
Staff of Feast and Famine	20800	5	staff
Staff of Fiery power	500000	5	staff
Staff of Fire	28500	5	staff
Staff of Frost	56250	5	staff
Staff of Healing	27750	5	staff
Staff of Heaven and Earth	54000	5	staff
Staff of Hierophants	501187	5	staff
Staff of Hoarding	30016	5	staff
Staff of Hungry Shadows	69300	5	staff
Staff of Illumination	48250	5	staff
Staff of Illusion	65000	5	staff
Staff of Journeys	13600	5	staff
Staff of Life	155750	5	staff
Staff of Many Rays	52800	5	staff
Staff of Mighty force	265000	5	staff
Staff of Minor Arcana	8000	5	staff
Staff of Mithral Might	58000	7	staff
Staff of Natures fury	500000	5	staff
Staff of Necromancy	82000	5	staff
Staff of Obstacles	25800	5	staff
Staff of One Hundred Hands	180200	5	staff
Staff of Passage	170500	5	staff
Staff of Performance	26800	5	staff
Staff of Planar might	460000	5	staff
Staff of Power	211000	5	staff
Staff of Radiance	23200	5	staff
Staff of Rapid barrage	417750	5	staff
Staff of Revelations	20400	5	staff
Staff of Rigor	13600	5	staff
Staff of Shrieking	14400	5	staff
Staff of Size alteration	29000	5	staff
Staff of Slumber	34050	5	staff
Staff of Souls	16400	5	staff
Staff of Speaking	39600	5	staff
Staff of Spheres	228375	5	staff
Staff of Spiders	30200	5	staff
Staff of Stealth	18400	5	staff
Staff of Swarming insects	24750	5	staff
Staff of the Avenger	37310	5	staff
Staff of the Cosmos	683487	5	staff
Staff of the Hierophant	220000	5	staff
Staff of the Master (Necromancy)	30000	5	staff
Staff of the Planes	63960	5	staff
Staff of the Prism	326812	5	staff
Staff of the Scout	9600	4	staff
Staff of the Woodlands	101250	5	staff
Staff of Toxins	12600	5	staff
Staff of Transmutation	65000	5	staff
Staff of Traps	21200	5	staff
Staff of Travel	54400	3	staff
Staff of Tricks	8800	3	staff
Staff of Understanding	16000	5	staff
Staff of Vision	41250	5	staff
Staff of Walls	275625	5	staff
Staff of Weather	44200	5	staff
Staff of Winter	292500	5	staff
Unholy Staff	29600	5	staff
Wand of Acid Arrow	4500	1	wand
Wand of Bear’s Endurance	4500	1	wand
Wand of Bull’s Strength	4500	1	wand
Wand of Burning Hands	750	1	wand
Wand of Call Lightning (5th)	11250	1	wand
Wand of Call Lightning (6th)	13500	1	wand
Wand of Call Lightning (7th)	15750	1	wand
Wand of Call Lightning (8th)	18000	1	wand
Wand of Call Lightning (9th)	20250	1	wand
Wand of Call Lightning (10th)	22500	1	wand
Wand of Cat’s Grace	4500	1	wand
Wand of Chaos Hammer (8th)	24000	1	wand
Wand of Charm Animal	750	1	wand
Wand of Charm Monster	21000	1	wand
Wand of Charm Person	750	1	wand
Wand of Charm Person (3rd spell)	11250	1	wand
Wand of Color Spray	750	1	wand
Wand of Contagion	11250	1	wand
Wand of Cure Critical Wounds	21000	1	wand
Wand of Cure Light Wounds	750	1	wand
Wand of Cure Moderate Wounds	4500	1	wand
Wand of Cure Serious Wounds	11250	1	wand
Wand of Darkness	4500	1	wand
Wand of Daze Monster	4500	1	wand
Wand of Delay Poison	4500	1	wand
Wand of Detect Magic	375	1	wand
Wand of Detect Secret Doors	750	1	wand
Wand of Dimensional Anchor	21000	1	wand
Wand of Dispel Magic	11250	1	wand
Wand of Dispel Magic (10th)	22500	1	wand
Wand of Eagle’s Splendor	4500	1	wand
Wand of Enlarge Person	750	1	wand
Wand of False Life	4500	1	wand
Wand of Fear	21000	1	wand
Wand of Fireball (5th)	11250	1	wand
Wand of Fireball (6th)	13500	1	wand
Wand of Fireball (7th)	15750	1	wand
Wand of Fireball (8th)	18000	1	wand
Wand of Fireball (9th)	20250	1	wand
Wand of Fireball (10th)	22500	1	wand
Wand of Fox’s Cunning	4500	1	wand
Wand of Ghoul Touch	4500	1	wand
Wand of Greater Invisibility	21000	1	wand
Wand of Hold Person	4500	1	wand
Wand of Hold Person (4th spell)	21000	1	wand
Wand of Holy Smite (8th)	24000	1	wand
Wand of Ice Storm	21000	1	wand
Wand of Inflict Critical Wounds	21000	1	wand
Wand of Invisibility	4500	1	wand
Wand of Keen Edge	11250	1	wand
Wand of Knock	4500	1	wand
Wand of Levitate	4500	1	wand
Wand of Light	375	1	wand
Wand of Lightning Bolt (5th)	11250	1	wand
Wand of Lightning Bolt (6th)	13500	1	wand
Wand of Lightning Bolt (7th)	15750	1	wand
Wand of Lightning Bolt (8th)	18000	1	wand
Wand of Lightning Bolt (9th)	20250	1	wand
Wand of Lightning Bolt (10th)	22500	1	wand
Wand of Magic Missile (1st)	750	1	wand
Wand of Magic Missile (3rd)	2250	1	wand
Wand of Magic Missile (5th)	3750	1	wand
Wand of Magic Missile (7th)	5250	1	wand
Wand of Magic Missile (9th)	6750	1	wand
Wand of Major Image	11250	1	wand
Wand of Mirror Image	4500	1	wand
Wand of Neutralize Poison	21000	1	wand
Wand of Order’s Wrath (8th)	24000	1	wand
Wand of Owl’s Wisdom	4500	1	wand
Wand of Poison	21000	1	wand
Wand of Polymorph	21000	1	wand
Wand of Ray of Enfeeblement (4th spell)	21000	1	wand
Wand of Restoration	26000	1	wand
Wand of Searing Light (6th)	13500	1	wand
Wand of Shatter	4500	1	wand
Wand of Shocking Grasp	750	1	wand
Wand of Silence	4500	1	wand
Wand of Slow	11250	1	wand
Wand of Stoneskin	33500	1	wand
Wand of Suggestion	11250	1	wand
Wand of Suggestion (4th)	21000	1	wand
Wand of Summon Monster I	750	1	wand
Wand of Summon Monster II	4500	1	wand
Wand of Summon Monster III	11250	1	wand
Wand of Summon Monster IV	21000	1	wand
Wand of Unholy Blight (8th)	24000	1	wand
Wand of Wall of Fire	21000	1	wand
Wand of Wall of Ice	21000	1	wand
Wand of Web	4500	1	wand
All Tools Vest	1800	5	wondrous
Abjurant Salt	600	1	wondrous
Acrobat Slippers	3000	2	wondrous
Admixture Vial	5000	0	wondrous
Aegis of Recovery	1500	0	wondrous
Agile Alpenstock	2000	1	wondrous
Alluring Golden Apple	400	1	wondrous
Ampoule of False Blood	20000	0	wondrous
AMULET	0	0	wondrous
Amulet of Bullet Protection +1	1500	0	wondrous
Amulet of Bullet Protection +2	6000	0	wondrous
Amulet of Bullet Protection +3	13500	0	wondrous
Amulet of Bullet Protection +4	24000	0	wondrous
Amulet of Bullet Protection +5	37500	0	wondrous
Amulet of Elemental Strife	4000	1	wondrous
Amulet of Health +2	4000	0	wondrous
Amulet of Health +4	16000	0	wondrous
Amulet of Health +6	36000	0	wondrous
Amulet of Hidden Strength	9000	0	wondrous
Amulet of Magecraft	20000	2	wondrous
Amulet of Mighty Fists +1	4000	0	wondrous
Amulet of Mighty Fists +2	16000	0	wondrous
Amulet of Mighty Fists +3	32000	0	wondrous
Amulet of Mighty Fists +4	64000	0	wondrous
Amulet of Mighty Fists +5	100000	0	wondrous
Amulet of Natural Armor +1	2000	0	wondrous
Amulet of Natural Armor +10	2000000	0	wondrous
Amulet of Natural Armor +2	8000	0	wondrous
Amulet of Natural Armor +3	18000	0	wondrous
Amulet of Natural Armor +4	32000	0	wondrous
Amulet of Natural Armor +5	50000	0	wondrous
Amulet of Natural Armor +6	720000	0	wondrous
Amulet of Natural Armor +7	980000	0	wondrous
Amulet of Natural Armor +8	1280000	0	wondrous
Amulet of Natural Armor +9	1620000	0	wondrous
Amulet of Proof Against Petrification	8000	0	wondrous
Amulet of Proof vs Detection & Loc.	35000	0	wondrous
Amulet of Spell Cunning	10000	1	wondrous
Amulet of Spell Mastery	22000	1	wondrous
Amulet of the Planes	120000	0	wondrous
Anacondas Coils	18500	1	wondrous
Anatomy Doll	1000	1	wondrous
Animated Portrait	500	10	wondrous
Annihilation Spectacles	25000	0.25	wondrous
Apparatus of the Crab	90000	500	wondrous
Apple of Eternal Sleep	2500	0	wondrous
Apprentices Cheating Gloves	2200	0	wondrous
Aquatic Cummerbund	2600	0	wondrous
Arachnid Goggles	15000	2	wondrous
Archons Torch	750	1	wondrous
Armbands of the Brawler	500	1	wondrous
Arrow Magnet	600	0	wondrous
Arrowmasters Bracers	13900	1	wondrous
Assisting Glove	180	1	wondrous
Assisting Gloves	180	1	wondrous
BAG	0	0	wondrous
Bag of Holding Type I	2500	15	wondrous
Bag of Holding Type II	5000	25	wondrous
Bag of Holding Type III	7400	35	wondrous
Bag of Holding Type IV	10000	60	wondrous
Bag of Tricks, Gray	900	0	wondrous
Bag of Tricks, Rust	3000	0	wondrous
